Controller,Run,Scene,Solved,IsStable,ConstraintsOK,JointsOK,JointsVelOK,ControlEffort,FinalError,RMSE,SimTime
FBL,2,29,1,1,0,1,1,128.99746255312,0.0482701019427054,0.384566261423199,39.96
FBL,3,29,1,1,0,1,1,125.146947639132,0.0514549619259669,0.385272500808203,40.04
FBL,4,29,1,1,0,1,1,120.656294683291,0.048715613198997,0.384478785606913,40
FBL,5,29,1,1,0,1,1,125.359113954224,0.0502905118288004,0.384664302789398,40
FBL,1,2,1,1,0,0,0,167.358209891709,0.0242619831229906,0.331415354130376,38.28
FBL,2,2,1,1,0,0,0,148.045680369445,0.0251665783756746,0.332744798505754,38.02
FBL,3,2,1,1,0,0,0,35278.3843816191,0.0582207141647653,0.267077715308469,89.34
FBL,4,2,1,1,0,0,0,159.204745152356,0.0261514018827115,0.332340352257061,38.24
FBL,5,2,1,1,0,0,0,137.187519485432,0.0215501582925789,0.332068692257834,38.18
FBL,1,30,1,1,1,1,0,296.594072477356,0.0295891903921208,0.317605419340034,38.2
FBL,2,30,1,1,1,1,1,97.4565190457626,0.0287725741927564,0.299964894240819,37.8
FBL,3,30,1,1,1,1,0,20755.6845262312,0.0279797241642303,0.364684402432586,38.88
FBL,4,30,1,1,1,1,0,287.455646537973,0.0280430751828532,0.293191721829425,37.62
FBL,5,30,1,1,1,1,1,122.801727676842,0.0285574570279122,0.299631111507336,37.78
FBL,1,31,1,1,0,0,0,211.728373611334,0.0236302532327073,0.342760641888099,38.58
FBL,2,31,1,1,0,0,0,192.590175360048,0.0237663532935153,0.342313566651545,38.42
FBL,3,31,1,1,0,0,0,204.388367873436,0.0233672784629417,0.342619312036126,38.58
FBL,4,31,1,1,0,0,0,217.257123723448,0.0244885256120169,0.343312863679061,38.5
FBL,5,31,1,1,0,0,0,190.606956754364,0.0177335642054287,0.342021302551609,38.68
FBL,1,32,1,1,0,1,0,467.953295289811,0.0536231591194138,0.37186366823657,43.44
FBL,2,32,1,1,0,1,0,485.405219526664,0.0508080285746996,0.372657254385024,42.7
FBL,3,32,1,1,0,0,0,520.871053251658,0.0618757731873847,0.372355888806334,43.04
FBL,4,32,1,1,0,1,0,457.178449636784,0.0532728417896128,0.375670158070874,42.02
FBL,5,32,1,1,0,1,0,512.111133614888,0.0585138231573021,0.370085805445043,43.36
FBL,1,33,1,1,0,1,0,563.57269894108,0.0504330749060888,0.394913553583173,41.62
FBL,2,33,1,1,0,1,0,358.232489878458,0.0476606319636313,0.394626988026635,40.42
FBL,3,33,1,1,0,1,0,3535.58756517862,0.0529200704899474,0.383754499727356,44.86
FBL,4,33,1,1,0,1,0,286.397613481769,0.0490396918039328,0.389977335784714,40.64
FBL,5,33,1,1,0,1,0,432.30890160596,0.04742983379118,0.394158010228132,40.34
FBL,1,34,1,1,0,1,0,319.286937568031,0.0313061491551525,0.353653284883959,38.44
FBL,2,34,1,1,0,1,0,326.166758819048,0.0317409246094422,0.353401285186239,38.46
FBL,3,34,1,1,0,1,0,240.523608751151,0.0334752809998312,0.352261470320051,38.88
FBL,4,34,1,1,0,1,0,324.00501785533,0.0328724921767752,0.353543912494925,38.62
FBL,5,34,1,1,0,1,0,232.30848966176,0.0316891005839229,0.35245459523099,38.94
FBL,1,35,1,1,0,1,0,50.8312242846767,0.0251500223127439,0.337731642827524,38.02
FBL,2,35,1,1,0,1,0,50.7752407958446,0.0254579464554626,0.339108321589336,38.06
FBL,3,35,1,1,0,1,0,53.0439420035439,0.0247265464868126,0.337978824772386,38.02
FBL,4,35,1,1,0,1,0,49.7601617432677,0.025335503977939,0.337153907460175,38.02
FBL,5,35,1,1,0,1,0,50.3749340894694,0.0252550781929658,0.337252424564354,38
FBL,1,36,1,1,0,1,0,244.288543822284,0.0240660797639431,0.343723889870591,37.8
FBL,2,36,1,1,0,1,0,232.352564392925,0.0247901631799127,0.346115782915076,37.8
FBL,3,36,1,1,0,1,0,244.23889829859,0.0242711438857242,0.344808993249501,37.88
FBL,4,36,1,1,0,1,0,257.082810113056,0.0237494043479242,0.34725390363959,37.8
FBL,5,36,1,1,0,1,0,269.428069115296,0.0243562688218326,0.347100406756321,37.88
FBL,1,37,1,1,0,1,0,128.846036986217,0.0395314942855104,0.376694824823735,39.44
FBL,2,37,1,1,0,1,0,135.570044245821,0.0401294936312213,0.374416263102779,39.44
FBL,3,37,1,1,0,1,0,127.057850692572,0.0401409317618686,0.374097954481184,39.42
FBL,4,37,1,1,0,1,0,142.938178515315,0.0404466682661461,0.375719054327145,39.54
FBL,5,37,1,1,0,1,0,144.660306895011,0.0411209757092361,0.375443218778148,39.62
FBL,1,38,1,1,0,1,0,99.1024570469461,0.0169186384529603,0.360920911672624,38.72
FBL,2,38,1,1,0,1,0,68.0403201998367,0.0284269280856717,0.35950599696272,38.7
FBL,3,38,1,1,0,1,0,85.744761659119,0.0160243698758898,0.359842885381139,38.72
FBL,4,38,1,1,0,1,0,83.9111770138542,0.0168326874045525,0.360193708899939,38.78
FBL,5,38,1,1,0,1,0,83.9267828085909,0.0170624477027317,0.360213567468486,38.72
FBL,1,39,1,1,0,0,0,485.423630264289,0.0515096986125482,0.351097408593283,39.82
FBL,2,39,1,1,0,0,0,351.061744892857,0.0384904213725477,0.348687034304676,39.66
FBL,3,39,1,1,0,0,0,2510.99407687455,0.0563458074928034,0.344190888370588,48.72
FBL,4,39,1,1,0,0,0,486.425027826753,0.0309445401068757,0.345824486917192,38.74
FBL,5,39,NaN,NaN,NaN,NaN,NaN,13214.6747012927,0.260271792922331,0.277191434265909,608.42
FBL,1,3,1,1,0,1,1,68.5091881089069,0.0229833826239319,0.347006991829397,38.3
FBL,2,3,1,1,0,1,1,69.3263004640912,0.0234825657423549,0.347647491347135,38.3
FBL,3,3,1,1,0,1,1,71.9287428844498,0.0231117728848411,0.346678951020973,38.28
FBL,4,3,1,1,0,1,1,70.7157035582789,0.0237872705038166,0.347244081943094,38.32
